diagcode,ccs,ccs43_text,label,ccs_label
M997,5,arthritis and joint disorders,18,"gout and other crystal arthropathies, rheumatoid arthritis and related disease, osteoarthritis, acquired foot deformities, other acquired deformities, systemic lupus erythematosus and connective tissue disorders, other bone disease and musculoskeletal deformities"
M998,5,arthritis and joint disorders,18,"gout and other crystal arthropathies, rheumatoid arthritis and related disease, osteoarthritis, acquired foot deformities, other acquired deformities, systemic lupus erythematosus and connective tissue disorders, other bone disease and musculoskeletal deformities"
M999,5,arthritis and joint disorders,18,"gout and other crystal arthropathies, rheumatoid arthritis and related disease, osteoarthritis, acquired foot deformities, other acquired deformities, systemic lupus erythematosus and connective tissue disorders, other bone disease and musculoskeletal deformities"
N000,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N001,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N002,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N003,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N004,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N005,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N006,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N007,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N008,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N009,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N010,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N011,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N012,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N013,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N014,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N015,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N016,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N017,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N018,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N019,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N020,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N021,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N022,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N023,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N024,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N025,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N026,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N027,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N028,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N029,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N030,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N031,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N032,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N033,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N034,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N035,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N036,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N037,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N038,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N039,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N040,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N041,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N042,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N043,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N044,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N045,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N046,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N047,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N048,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N049,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N050,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N051,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N052,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N053,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N054,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N055,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N056,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N057,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N058,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N059,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N060,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N061,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N062,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N063,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N064,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N065,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N066,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N067,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N068,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N069,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N070,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N071,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N072,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N073,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N074,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N075,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N076,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N077,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N078,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N079,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N080,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N081,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N082,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N083,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N084,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N085,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N088,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N10,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N110,10,genitourinary disorders,40,urinary tract infections
N111,10,genitourinary disorders,40,urinary tract infections
N118,10,genitourinary disorders,40,urinary tract infections
N119,10,genitourinary disorders,40,urinary tract infections
N12,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N130,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N131,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N132,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N133,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N134,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N135,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N136,10,genitourinary disorders,40,urinary tract infections
N137,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N138,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N139,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N140,3,allergies and poisoning,15,"poisoning by psychotropic agents, poisoning by other medications and drugs, poisoning by nonmedicinal substances"
N141,3,allergies and poisoning,15,"poisoning by psychotropic agents, poisoning by other medications and drugs, poisoning by nonmedicinal substances"
N142,3,allergies and poisoning,15,"poisoning by psychotropic agents, poisoning by other medications and drugs, poisoning by nonmedicinal substances"
N143,3,allergies and poisoning,15,"poisoning by psychotropic agents, poisoning by other medications and drugs, poisoning by nonmedicinal substances"
N144,3,allergies and poisoning,15,"poisoning by psychotropic agents, poisoning by other medications and drugs, poisoning by nonmedicinal substances"
N150,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N151,10,genitourinary disorders,40,urinary tract infections
N158,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N159,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N160,10,genitourinary disorders,40,urinary tract infections
N161,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N162,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N163,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N164,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N165,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N168,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N170,32,acute renal failure,127,acute and unspecified renal failure
N171,32,acute renal failure,127,acute and unspecified renal failure
N172,32,acute renal failure,127,acute and unspecified renal failure
N178,32,acute renal failure,127,acute and unspecified renal failure
N179,32,acute renal failure,127,acute and unspecified renal failure
N180,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N181,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N182,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N183,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N184,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N185,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N188,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N189,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N19,32,acute renal failure,127,acute and unspecified renal failure
N200,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N201,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N202,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N209,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N210,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N211,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N218,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N219,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N220,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N228,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N23,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N250,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N251,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N258,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N259,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N26,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N270,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N271,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N279,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N280,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N281,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N288,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N289,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N290,30,renal and bladder disorders,99,"nephritis; nephrosis; renal sclerosis, chronic renal failure"
N291,10,genitourinary disorders,40,urinary tract infections
N298,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N300,10,genitourinary disorders,40,urinary tract infections
N301,10,genitourinary disorders,40,urinary tract infections
N302,10,genitourinary disorders,40,urinary tract infections
N303,10,genitourinary disorders,40,urinary tract infections
N304,10,genitourinary disorders,40,urinary tract infections
N308,10,genitourinary disorders,40,urinary tract infections
N309,10,genitourinary disorders,40,urinary tract infections
N310,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N311,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N312,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N318,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N319,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N320,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N321,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N322,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N323,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N324,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N328,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N329,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N330,10,genitourinary disorders,40,urinary tract infections
N338,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N340,10,genitourinary disorders,40,urinary tract infections
N341,10,genitourinary disorders,40,urinary tract infections
N342,10,genitourinary disorders,40,urinary tract infections
N343,10,genitourinary disorders,40,urinary tract infections
N350,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N351,10,genitourinary disorders,40,urinary tract infections
N358,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N359,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N360,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N361,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N362,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N363,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N368,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N369,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N370,10,genitourinary disorders,40,urinary tract infections
N378,10,genitourinary disorders,40,urinary tract infections
N390,10,genitourinary disorders,40,urinary tract infections
N391,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N392,30,renal and bladder disorders,98,"calculus of urinary tract, other diseases of kidneys and ureters, other diseases of bladder and urethra"
N393,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N394,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N398,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N399,10,genitourinary disorders,39,genitourinary symptoms and ill-defined conditions
N40,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N410,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N411,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N412,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N413,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N418,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N419,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N420,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N421,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N422,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N423,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N428,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N429,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N430,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N431,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N432,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N433,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N434,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N44,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N450,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N459,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N46,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N47,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N480,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N481,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N482,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N483,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N484,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N485,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N486,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N488,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N489,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N490,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N491,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N492,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N498,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N499,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N500,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N501,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N508,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N509,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N510,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N511,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N512,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N518,42,genitourinary disorders,138,"hyperplasia of prostate, inflammatory conditions of male genital organs, other male genital disorders"
N600,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N601,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N602,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N603,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N604,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N608,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N609,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N61,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N62,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N63,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N640,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N641,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N642,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N643,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N644,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N645,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N648,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N649,31,cancers,124,"neoplasms of unspecified nature or uncertain behavior, nonmalignant breast conditions"
N700,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N701,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N709,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N710,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N711,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N719,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N72,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N730,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N731,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N732,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N733,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N734,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N735,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
N736,42,genitourinary disorders,139,"inflammatory diseases of female pelvic organs, endometriosis, prolapse of female genital organs, menstrual disorders, ovarian cyst, menopausal disorders, other female genital disorders"
